selling_price,km_driven,seller_type,transmission,owner,mileage,engine,max_power,seats
80000,63000,Individual,Automatic,Third Owner,18.9,1061,67,5
105000,110000,Individual,Manual,Second Owner,17.7,1497,78,5
625000,23511,Individual,Manual,First Owner,18.6,1197,81.83,5
640000,22512,Individual,Manual,First Owner,18.6,1197,81.83,5
180000,120000,Individual,Manual,First Owner,20.36,1197,78.9,5
85000,100000,Individual,Manual,Third Owner,18.9,1061,67,5
250000,70000,Individual,Manual,First Owner,20.36,1197,78.9,5
1000000,15000,Individual,Automatic,First Owner,17.01,1591,121.3,5
350000,16500,Individual,Manual,First Owner,20.63,1198,67,5
300000,19000,Individual,Manual,First Owner,22.5,999,67,5
45000,80000,Individual,Manual,Fourth & Above Owner,16.1,796,37,4
650000,5000,Individual,Manual,First Owner,20,999,72,7
650000,15000,Individual,Manual,First Owner,21.21,1197,81.8,5
350000,30000,Individual,Manual,First Owner,17.5,1298,85.8,5
190000,80000,Individual,Manual,Second Owner,16.8,796,34.2,8
180000,55000,Individual,Manual,Fourth & Above Owner,17.92,1086,62.1,5
229999,110000,Individual,Manual,First Owner,19.4,1198,86.8,5
135000,62900,Individual,Manual,First Owner,18.9,998,67.1,5
320000,60000,Individual,Manual,First Owner,20.51,998,67.04,5
693000,4000,Individual,Manual,First Owner,18.6,1197,81.86,5
470000,13500,Individual,Manual,First Owner,18.9,1197,82,5
1100000,26000,Individual,Automatic,First Owner,18,1497,117.3,5
215000,50000,Individual,Manual,First Owner,21.1,814,55.2,5
560000,25000,Individual,Manual,First Owner,22,1197,81.8,5
400000,30000,Individual,Automatic,Second Owner,23.1,998,67.04,5
60000,140000,Individual,Manual,Third Owner,NA,NA,NA,NA
220000,80000,Individual,Manual,Third Owner,21.1,814,55.2,5
415000,60000,Individual,Manual,Second Owner,18.5,1197,85.8,5
150000,75000,Individual,Manual,First Owner,19.7,796,46.3,5
150000,89000,Individual,Manual,Second Owner,15.3,1341,83,5
170000,90000,Individual,Manual,Second Owner,19.7,796,46.3,5
500000,26000,Individual,Automatic,First Owner,19.34,1198,76,5
360000,29000,Individual,Manual,First Owner,18.15,1198,82,6
400000,120000,Individual,Manual,First Owner,19.1,1197,85.8,5
120000,70000,Individual,Manual,Second Owner,13.2,1495,94,5
350000,50000,Individual,Manual,First Owner,20.63,1198,67,5
120000,70000,Individual,Manual,Second Owner,15.2,1193,65,5
300000,30000,Individual,Manual,Second Owner,20.36,1197,78.9,5
562000,25339,Individual,Manual,First Owner,21.4,1197,83.1,5
250000,10000,Individual,Manual,First Owner,21.1,814,55.2,5
280000,35000,Individual,Manual,Second Owner,20.36,1197,78.9,5
400000,40000,Individual,Manual,First Owner,18.6,1197,85.8,5
250000,25000,Individual,Manual,First Owner,15.6,1196,70,5
225000,35000,Individual,Manual,First Owner,15,1368,90,5
500000,40000,Individual,Manual,First Owner,17.57,1193,88.7,5
500000,40000,Individual,Manual,First Owner,17.57,1193,88.7,5
675000,7000,Individual,Manual,First Owner,19.4,1194,94.93,5
570000,20000,Individual,Manual,First Owner,18.9,1197,81.86,5
165000,45000,Individual,Manual,Second Owner,21.1,814,55.2,5
925000,22000,Individual,Manual,First Owner,17.8,1497,117.3,5
470000,23700,Individual,Manual,First Owner,20.4,1197,81.8,5
470000,23700,Individual,Manual,First Owner,20.4,1197,81.8,5
225000,33000,Individual,Manual,First Owner,20.63,1198,67,5
380000,80000,Individual,Manual,First Owner,19.81,1086,68.05,5
630000,5000,Individual,Manual,First Owner,18.6,1197,81.86,5
351000,25000,Individual,Manual,First Owner,20.36,1197,78.9,5
350000,5000,Individual,Manual,First Owner,22.05,796,47.3,5
690000,18000,Individual,Manual,First Owner,18.6,1197,81.86,5
280000,19000,Individual,Manual,First Owner,21.1,814,55.2,5
650000,33000,Individual,Automatic,First Owner,21.21,1197,81.8,5
360000,65000,Individual,Manual,Second Owner,20.14,1197,81.86,5
250000,90000,Individual,Manual,First Owner,18.9,998,67.1,5
325000,50000,Individual,Manual,First Owner,20.51,998,67.04,5
250000,20000,Individual,Manual,First Owner,22.74,796,47.3,5
4100000,17000,Individual,Automatic,First Owner,9.5,3604,280,5
500000,22947,Individual,Manual,First Owner,20.4,1197,81.8,5
300000,30000,Individual,Manual,Second Owner,20.36,1197,78.9,5
270000,7672,Individual,Manual,First Owner,21.1,814,55.2,5
160000,36659,Individual,Manual,First Owner,19.7,796,46.3,5
210000,60000,Individual,Manual,First Owner,16.8,796,34.2,8
150000,39000,Individual,Manual,First Owner,16.9,1061,64.9,5
160000,70000,Individual,Manual,Third Owner,19.7,796,46.3,5
515000,23000,Individual,Manual,First Owner,21.4,1197,83.1,5
200000,60000,Individual,Manual,Second Owner,21.1,814,55.2,5
800000,80000,Individual,Automatic,Second Owner,17.01,1591,121.3,5
250000,35000,Individual,Manual,First Owner,20.92,998,67.1,5
750000,9900,Individual,Manual,First Owner,11.96,1298,80,8
350000,40000,Individual,Manual,Third Owner,NA,NA,NA,NA
640000,10000,Individual,Manual,First Owner,18.9,1197,81.86,5
347000,30000,Individual,Manual,First Owner,19,998,66.1,5
300000,35000,Individual,Manual,First Owner,21.1,814,55.2,5
493000,40000,Individual,Manual,First Owner,20.3,1199,84,5
370000,60000,Individual,Manual,First Owner,18.9,1197,82,5
300000,20000,Individual,Manual,First Owner,22.5,999,67,5
450000,40000,Individual,Automatic,First Owner,24.04,999,67,5
600000,10000,Individual,Manual,First Owner,18.6,1197,81.83,5
360000,30000,Individual,Manual,Second Owner,18.9,1197,81.86,5
285000,69000,Individual,Manual,First Owner,17.5,1298,85.8,5
130000,30000,Individual,Manual,Second Owner,19.81,1086,68.05,5
350000,80000,Individual,Manual,First Owner,17,1197,80,5
685000,19000,Individual,Automatic,First Owner,21.4,1197,83.1,5
525000,10000,Individual,Manual,First Owner,18.9,1197,81.86,5
765000,40000,Individual,Manual,First Owner,17.5,1373,91.1,7
390000,30000,Individual,Manual,First Owner,19.69,1198,67.04,5
145000,70000,Individual,Manual,Second Owner,13.4,1794,125,5
300000,40000,Individual,Manual,Third Owner,19,998,67.1,5
100000,100000,Individual,Manual,Second Owner,19.7,796,46.3,5
250000,65000,Individual,Manual,Second Owner,18.9,998,67.1,5
300000,41000,Individual,Manual,Second Owner,20.36,1197,78.9,5
130000,120000,Individual,Manual,Second Owner,16.1,1298,88.2,5
199000,70000,Individual,Manual,Third Owner,20.92,998,67.1,5
150000,120000,Individual,Manual,Second Owner,16.9,1497,100,5
114999,100000,Individual,Manual,First Owner,19.7,796,46.3,5
450000,35000,Individual,Manual,First Owner,20.3,1199,84,5
600000,5000,Individual,Manual,First Owner,20,999,72,7
690000,20000,Individual,Manual,First Owner,18.6,1197,81.83,5
790000,15000,Individual,Manual,First Owner,17,1198,108.5,5
254999,40000,Individual,Manual,Second Owner,20.92,998,67.1,5
500000,41000,Individual,Manual,First Owner,18.7,1199,88.7,5
530000,120000,Individual,Manual,Second Owner,17.19,1197,81.86,5
540000,38000,Individual,Manual,First Owner,18.6,1197,81.83,5
180000,60000,Individual,Manual,First Owner,21.1,814,55.2,5
450000,30000,Individual,Manual,First Owner,19.1,1197,85.8,5
200000,50000,Individual,Manual,First Owner,18.6,1199,76.8,5
425000,42000,Individual,Manual,First Owner,23.84,1199,84,5
400000,30000,Individual,Manual,First Owner,18.2,1199,82.4,5
150000,15858,Individual,Manual,First Owner,13.8,1299,70,5
310000,15000,Individual,Manual,First Owner,24.7,796,47.3,5
400000,50000,Individual,Manual,First Owner,20.4,1197,83.11,5
140000,35000,Individual,Manual,First Owner,19.7,796,46.3,5
550000,5000,Individual,Manual,First Owner,22,1197,81.8,5
380000,29000,Individual,Automatic,First Owner,20.51,998,67,5
630000,15000,Individual,Manual,First Owner,21.21,1197,81.8,5
250000,40000,Individual,Manual,First Owner,25.17,799,53.3,5
120000,17000,Individual,Manual,First Owner,19.7,796,46.3,5
550000,45000,Individual,Manual,First Owner,21.4,1197,83.1,5
300000,25000,Individual,Manual,First Owner,22.74,796,47.3,5
300000,50000,Individual,Manual,Third Owner,20.51,998,67.04,5
416000,40000,Individual,Automatic,First Owner,17.01,1499,110.4,5
260000,30000,Individual,Manual,First Owner,16.8,796,34.2,8
550000,15000,Individual,Manual,First Owner,18.2,1199,82.4,5
181000,70000,Individual,Manual,First Owner,15.64,1193,64.1,5
150000,9558,Individual,Manual,First Owner,NA,NA,NA,NA
400000,10000,Individual,Automatic,First Owner,23.95,998,67.1,5
210000,110000,Individual,Manual,First Owner,20.36,1197,78.9,5
550000,120000,Individual,Manual,First Owner,17.57,1193,88.7,5
310000,18000,Individual,Manual,First Owner,22.74,796,47.3,5
105000,96000,Individual,Manual,Third Owner,19.7,796,46.3,5
580000,35000,Individual,Manual,First Owner,17.5,1199,88.7,5
550000,20000,Individual,Manual,First Owner,18.9,1197,82,5
120000,110000,Individual,Manual,Second Owner,18.2,1199,84.8,5
200000,40000,Individual,Manual,First Owner,20.36,1197,78.9,5
150000,80000,Individual,Manual,Second Owner,18,995,62,5
70000,80000,Individual,Manual,Second Owner,18.2,1061,64,5
70000,80000,Individual,Manual,Second Owner,18.2,1061,64,5
1190000,80000,Individual,Automatic,Second Owner,10.93,2497,204,5
140000,100000,Individual,Manual,Second Owner,NA,NA,NA,NA
120000,140000,Individual,Manual,First Owner,NA,NA,NA,NA
120000,170000,Individual,Manual,Second Owner,NA,NA,NA,NA
229999,60000,Individual,Manual,Third Owner,18.5,1197,80,5
570000,15780,Individual,Manual,First Owner,17.8,1198,86.7,5
388000,50000,Individual,Manual,Second Owner,18.16,1196,86.8,5
225000,80000,Individual,Manual,Second Owner,20.36,1197,78.9,5
90000,90000,Individual,Manual,Second Owner,15.64,1193,64.08,5
235000,100000,Individual,Manual,First Owner,18.5,1197,80,5
235000,80000,Individual,Manual,Second Owner,20.36,1197,78.9,5
190000,35000,Individual,Manual,First Owner,19.7,796,46.3,5
550000,2360457,Individual,Manual,Second Owner,18.6,1197,81.83,5
550000,10000,Individual,Manual,First Owner,20.3,1199,84,5
110000,110000,Individual,Manual,First Owner,18.06,1198,75,5
310000,10000,Individual,Manual,First Owner,24.7,796,47.3,5
55000,120000,Individual,Manual,Fourth & Above Owner,13.2,1495,94,5
199000,70000,Individual,Manual,Second Owner,20.36,1197,78.9,5
350000,40000,Individual,Manual,First Owner,25.17,799,53.3,5
150000,35000,Individual,Manual,First Owner,18,995,62,5
625000,12500,Individual,Manual,First Owner,18.6,1197,81.86,5
378000,80000,Individual,Manual,First Owner,18.9,1197,82,5
210000,210000,Individual,Manual,Second Owner,25.17,799,53.3,5
156000,110000,Individual,Manual,Second Owner,17.92,1086,62.1,5
194000,577414,Individual,Manual,Second Owner,18.9,1061,67,5
120000,100000,Individual,Manual,Second Owner,19.7,796,46.3,5
415000,45000,Individual,Automatic,First Owner,15.5,1198,86.7,5
450000,45000,Individual,Automatic,First Owner,15.5,1198,86.7,5
325000,40000,Individual,Manual,Third Owner,19.4,1198,86.8,5
265000,100000,Individual,Manual,First Owner,21.1,814,55.2,5
100000,120000,Individual,Manual,Second Owner,19.7,796,35,8
620000,15000,Individual,Automatic,First Owner,20.89,1197,81.8,5
700000,10000,Individual,Manual,Second Owner,21.4,1197,83.1,5
160000,90000,Individual,Manual,Second Owner,15.6,1196,70,5
150000,80000,Individual,Manual,Third Owner,13.5,1799,130,5
200000,35000,Individual,Manual,First Owner,19,998,67.1,5
140000,110000,Individual,Manual,Second Owner,15.7,1172,67,5
200000,110000,Individual,Manual,Second Owner,17.7,1497,78,5
85000,68300,Individual,Manual,Third Owner,NA,NA,NA,NA
1200000,27000,Individual,Manual,First Owner,15.8,1591,121.3,5
740000,9000,Individual,Automatic,First Owner,21.4,1197,83.1,5
570000,19000,Individual,Automatic,Second Owner,20.89,1197,81.8,5
490000,10000,Individual,Manual,First Owner,20.52,1197,81.8,5
430000,20000,Individual,Automatic,First Owner,20.51,998,67,5
225000,35000,Individual,Manual,First Owner,21.1,814,55.2,5
620000,15000,Individual,Automatic,First Owner,20.89,1197,81.8,5
700000,10000,Individual,Manual,Second Owner,21.4,1197,83.1,5
350000,15000,Individual,Manual,First Owner,23.84,1199,84,5
540000,20000,Individual,Manual,First Owner,20.4,1197,81.8,5
450000,20000,Individual,Manual,First Owner,18.15,1198,82,6
155000,60000,Individual,Manual,Third Owner,15,1086,66.6,5
55599,36088,Individual,Manual,First Owner,16.1,796,37,4
450000,10000,Individual,Manual,First Owner,19.02,1198,67.05,5
650000,10000,Individual,Manual,First Owner,17.19,1197,81.86,5
135000,40000,Individual,Manual,First Owner,18.9,998,67.1,5
320000,10000,Individual,Manual,First Owner,25.17,799,53.3,5
320000,50000,Individual,Manual,First Owner,23.95,998,67.05,5
310000,30000,Individual,Manual,First Owner,24.7,796,47.3,5
595000,28000,Individual,Manual,Second Owner,17,1198,108.5,5
350000,70000,Individual,Manual,First Owner,13.87,1598,86,5
420000,10000,Individual,Manual,First Owner,15.37,1196,73,5
525000,60000,Individual,Automatic,First Owner,16.9,1197,82,5
90000,64000,Individual,Manual,First Owner,NA,NA,NA,NA
430000,10000,Individual,Manual,First Owner,23.1,998,67.04,5
630000,35000,Individual,Manual,First Owner,21.4,1197,83.1,5
550000,23000,Individual,Manual,First Owner,20.3,1199,84,5
500000,50000,Individual,Manual,First Owner,18.9,1197,82,5
550000,40000,Individual,Manual,First Owner,21.21,1197,81.8,5
300000,30000,Individual,Manual,First Owner,23.01,999,67,5
229999,500000,Individual,Manual,Second Owner,18.9,998,67.1,5
70000,80000,Individual,Manual,Second Owner,NA,NA,NA,NA
220000,90000,Individual,Manual,First Owner,23.01,999,67,5
350000,50000,Individual,Manual,First Owner,23.84,1199,84,5
215000,35000,Individual,Manual,First Owner,22.74,796,47.3,5
175000,95000,Individual,Manual,Second Owner,19,998,66.1,5
78000,38000,Individual,Manual,Second Owner,15.3,1193,65.3,5
565000,56000,Individual,Manual,Second Owner,17.4,1497,117.3,5
170000,70000,Individual,Manual,Second Owner,21.1,814,55.2,5
250999,30000,Individual,Manual,First Owner,22.74,796,47.3,5
650000,60000,Individual,Manual,First Owner,17.8,1497,117.3,5
250999,30000,Individual,Manual,First Owner,22.05,796,47.3,5
170000,60000,Individual,Manual,Second Owner,22.74,796,47.3,5
312000,80000,Individual,Manual,First Owner,13.7,1399,98.82,7
250000,20000,Individual,Manual,First Owner,22.74,796,47.3,5
200000,80000,Individual,Manual,First Owner,21.1,814,55.2,5
270000,50000,Individual,Manual,First Owner,21.1,814,55.2,5
55599,36088,Individual,Manual,First Owner,16.1,796,37,4
764000,25000,Individual,Manual,First Owner,20.73,1373,91.1,5
1000000,15000,Individual,Manual,First Owner,19.01,1462,103.2,6
610000,14000,Individual,Manual,First Owner,19.1,1197,82,5
310000,35000,Individual,Manual,First Owner,24.7,796,47.3,5
280000,70000,Individual,Manual,Second Owner,18.6,1197,85.8,5
350000,90000,Individual,Manual,First Owner,14.09,1596,99.6,5
420000,30000,Individual,Manual,Second Owner,18.9,1197,82,5
810000,80000,Individual,Manual,First Owner,20.73,1373,91.1,5
290000,90000,Individual,Manual,Third Owner,17,1197,80,5
180000,60000,Individual,Manual,First Owner,18.6,1199,79.4,5
160000,162000,Individual,Manual,First Owner,15.37,1196,73,5
66000,70000,Individual,Manual,Third Owner,23.9,624,37.48,4
369000,20000,Individual,Manual,Second Owner,20.51,998,67.04,5
220000,120000,Individual,Automatic,Second Owner,19.2,1197,80,5
400000,35000,Individual,Manual,First Owner,17.57,1193,88.7,5
250000,120000,Individual,Manual,Second Owner,13.4,2362,164.7,5
190000,110000,Individual,Manual,First Owner,15.37,1196,73,5
300000,60000,Individual,Manual,First Owner,25.17,799,53.3,5
635000,40000,Individual,Manual,First Owner,17.8,1198,86.7,5
484999,26000,Individual,Manual,Second Owner,21.21,1197,81.8,5
120000,80000,Individual,Manual,Second Owner,16.6,1388,68,5
220000,60000,Individual,Manual,Second Owner,21.1,814,55.2,5
320000,80000,Individual,Manual,Second Owner,20.36,1197,78.9,5
550000,15000,Individual,Automatic,First Owner,18.9,1197,81.86,5
240000,64500,Individual,Manual,First Owner,18.9,998,67.1,5
570000,15000,Individual,Manual,Second Owner,18.6,1197,81.83,5
270000,82000,Individual,Manual,Third Owner,18.5,1197,85.8,5
240000,80000,Individual,Manual,Second Owner,23.95,998,67.05,5
180000,70000,Individual,Manual,First Owner,16.36,1495,93.7,5
65000,40000,Individual,Manual,Second Owner,16.1,796,37,4
550000,14200,Individual,Manual,First Owner,18.16,1196,86.8,5
142000,97000,Individual,Manual,First Owner,16.6,1388,68,5
630000,30000,Individual,Manual,First Owner,18.6,1197,81.83,5
480000,50000,Individual,Manual,First Owner,18.6,1197,81.83,5
330000,30000,Individual,Manual,First Owner,23.95,998,67.05,5
500000,20000,Individual,Manual,First Owner,11.96,1298,80,8
180000,44391,Individual,Manual,Second Owner,19.81,1086,68.05,5
85000,160000,Individual,Manual,Fourth & Above Owner,18.2,998,67.1,5
150000,100000,Individual,Manual,Fourth & Above Owner,13.4,1794,125,5
150000,70000,Individual,Manual,Third Owner,18.9,1061,67,5
300000,15151,Individual,Manual,Second Owner,21.1,814,55.2,5
206000,100000,Individual,Manual,First Owner,19.81,1086,68.05,5
70000,110000,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5
567000,7000,Individual,Automatic,First Owner,18.9,1197,81.86,5
65000,35000,Individual,Manual,First Owner,18.9,998,67.1,5
140000,70000,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5
300000,30000,Individual,Manual,First Owner,25.17,799,53.3,5
500000,70000,Individual,Manual,Second Owner,15.85,1499,110.4,5
400000,128000,Individual,Manual,First Owner,18.9,1197,82,5
355000,80000,Individual,Manual,First Owner,19.4,1198,86.8,5
350000,20000,Individual,Manual,First Owner,21.1,814,55.2,5
511000,90000,Individual,Manual,Second Owner,16.3,1797,147.5,5
300000,100000,Individual,Manual,Third Owner,17,1497,118,5
70000,188000,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5
180000,100000,Individual,Manual,Third Owner,19.81,1086,68.05,5
730000,37333,Individual,Manual,First Owner,18.6,1197,81.83,5
550000,330000,Individual,Manual,Second Owner,13.44,2359,198.25,5
140000,72000,Individual,Manual,Second Owner,19.7,796,46.3,5
300000,80000,Individual,Manual,Second Owner,18.5,1197,85.8,5
190000,90000,Individual,Manual,Third Owner,17.5,1298,85.8,5
